customer,customer_country,fraud_flag,timestamp,counterparty,counterparty_country,type,ccy,amount
C14368611669296,US,N,1/9/21 4:13,9.72721E+13,BR,INVESTMENT,HKD,380983.92
C14368611669296,US,N,3/12/21 4:56,9.72721E+13,BR,INVESTMENT,USD,65514.18
C14368611669296,US,N,4/12/21 3:48,9.72721E+13,,INVESTMENT,BRL,343444.57
C14368611669296,US,N,4/24/21 0:11,9.72721E+13,BR,INVESTMENT,BRL,344268.16
C14368611669296,US,N,6/1/21 6:46,9.72721E+13,BR,INVESTMENT,USD,65162.79
C14368611669296,US,N,6/19/21 8:19,9.72721E+13,BR,INVESTMENT,BRL,342895.61
C14368611669296,US,N,9/12/21 18:58,9.72721E+13,,INVESTMENT,USD,64689.27
C14368611669296,US,N,10/4/21 0:56,9.72721E+13,,INVESTMENT,HKD,379577.1
C14368611669296,US,N,11/2/21 21:35,9.72721E+13,,INVESTMENT,HKD,"381,071.57"
C14368611669296,US,N,11/9/21 0:27,9.72721E+13,,INVESTMENT,HKD,380321.29
C14368611669296,US,N,12/9/21 16:16,9.72721E+13,,INVESTMENT,USD,64860.45
C14368611669296,US,N,2/17/21 4:33,9.72721E+13,BR,TRANSFER,BRL,29281.39
C14368611669296,US,N,5/6/21 6:21,9.72721E+13,BR,TRANSFER,USD,40237.26
C14368611669296,US,N,7/10/21 8:31,9.72721E+13,BR,TRANSFER,HKD,591658.96
C14368611669296,US,N,7/23/21 17:06,9.72721E+13,BR,TRANSFER,USD,40365.19
C14368611669296,US,N,8/12/21 1:20,9.72721E+13,BR,TRANSFER,CNY,29081.04
C14368611669296,US,N,11/28/21 1:47,9.72721E+13,BR,TRANSFER,BRL,29202.15
C14368611669296,US,N,11/28/21 19:25,9.72721E+13,BR,TRANSFER,HKD,"591,235.67"
C14368611669296,US,N,12/17/21 5:57,9.72721E+13,BR,TRANSFER,USD,40027.16
C14368611669296,US,N,7/31/21 5:00,9.72721E+13,BR,TT,USD,380105.58
C14368611669296,US,N,1/15/21 0:52,8.71693E+13,DE,BILLING,USD,61505.59
C14368611669296,US,N,4/15/21 5:35,8.71693E+13,DE,OTHER,JPY,48467.37
C14368611669296,US,N,4/22/21 22:21,8.71693E+13,DE,PAYMENT,EUR,48238.08
C14368611669296,US,N,1/31/21 4:49,2.44919E+13,JP,INVESTMENT,JPY,8491616.97
C14368611669296,US,N,3/21/21 0:07,2.44919E+13,JP,INVESTMENT,USD,59247.9
C14368611669296,US,N,3/28/21 23:28,2.44919E+13,JP,INVESTMENT,USD,59278.8
C14368611669296,US,N,5/17/21 3:16,2.44919E+13,,INVESTMENT,JPY,8495017.61
C14368611669296,US,N,6/11/21 3:05,2.44919E+13,JP,INVESTMENT,JPY,8000000
C14368611669296,US,N,6/17/21 19:29,2.44919E+13,JP,INVESTMENT,USD,59678.97
C14368611669296,US,N,6/26/21 22:37,2.44919E+13,JP,INVESTMENT,USD,59527.84
C14368611669296,US,N,7/1/21 6:24,2.44919E+13,JP,INVESTMENT,USD,59312.74
C14368611669296,US,N,8/25/21 4:56,2.44919E+13,,INVESTMENT,JPY,8495133.35
C14368611669296,US,N,8/28/21 4:20,2.44919E+13,JP,INVESTMENT,CNY,8490800.82
C14368611669296,US,N,9/29/21 1:54,2.44919E+13,,INVESTMENT,JPY,8490432.77
C14368611669296,US,N,12/5/21 1:37,2.44919E+13,JP,INVESTMENT,JPY,8490570.78
C14368611669296,US,N,12/7/21 7:09,2.44919E+13,JP,INVESTMENT,USD,59490.5
C14368611669296,US,N,12/21/21 7:07,2.44919E+13,JP,INVESTMENT,JPY,"8,499,225.11"
C14368611669296,US,N,11/15/21 7:14,2.44919E+13,JP,PAYMENT,USD,"$4,111,523.68 "
C14368611669296,US,N,1/6/21 2:05,2.44919E+13,,TT,USD,47272.52
C14368611669296,US,N,1/28/21 21:05,2.44919E+13,JP,TT,JPY,4108434.38
C14368611669296,US,N,3/25/21 23:42,2.44919E+13,JP,TT,JPY,4112119.2
C14368611669296,US,N,5/15/21 17:37,2.44919E+13,JP,TT,USD,46632.26
C14368611669296,US,N,6/10/21 6:09,2.44919E+13,JP,TT,USD,47260.82
C14368611669296,US,N,7/3/21 1:32,2.44919E+13,,TT,JPY,4115166.48
C14368611669296,US,N,7/29/21 5:00,2.44919E+13,JP,TT,JPY,4108926.98
C14368611669296,US,N,8/27/21 23:01,2.44919E+13,JP,TT,JPY,4116240.82
C14368611669296,US,N,11/15/21 0:48,2.44919E+13,JP,TT,USD,47586.99
C17694553858863,UK,N,1/26/21 2:59,1.24322E+13,FR,DIVIDEND,BRL,11819.83
C17694553858863,UK,N,6/14/21 20:54,1.24322E+13,FR,DIVIDEND,GBP,"£59,801.33"
C17694553858863,UK,N,2/21/21 22:11,1.24322E+13,FR,INVESTMENT,GBP,"£1,284.95"
C17694553858863,UK,N,4/5/21 10:16,1.24322E+13,FR,INVESTMENT,EUR,60195.95
C17694553858863,UK,N,5/7/21 7:20,1.24322E+13,,INVESTMENT,GBP,1251.31
C17694553858863,UK,N,6/9/21 1:55,1.24322E+13,FR,INVESTMENT,GBP,1285.58
C17694553858863,UK,N,6/23/21 21:55,1.24322E+13,,INVESTMENT,GBP,1307.8
C17694553858863,UK,N,7/6/21 1:57,1.24322E+13,FR,INVESTMENT,EUR,60405.53
C17694553858863,UK,N,7/24/21 2:49,1.24322E+13,FR,INVESTMENT,EUR,60293.22
C17694553858863,UK,N,7/25/21 0:31,1.24322E+13,,INVESTMENT,GBP,1284.82
C17694553858863,UK,N,9/26/21 18:45,1.24322E+13,FR,INVESTMENT,EUR,59769.87
C17694553858863,UK,N,9/27/21 18:32,1.24322E+13,FR,INVESTMENT,EUR,60131.74
C17694553858863,UK,N,10/23/21 11:36,1.24322E+13,,INVESTMENT,EUR,59950.53
C17694553858863,UK,N,1/20/21 2:16,1.24322E+13,FR,TRANSFER,GBP,12061.13
C17694553858863,UK,N,1/31/21 21:33,1.24322E+13,FR,TRANSFER,EUR,42778.64
C17694553858863,UK,N,2/8/21 19:20,1.24322E+13,FR,TRANSFER,EUR,42697.04
C17694553858863,UK,N,3/8/21 5:24,1.24322E+13,FR,TRANSFER,GBP,11951.48
C17694553858863,UK,N,3/24/21 22:09,1.24322E+13,FR,TRANSFER,EUR,42707.1
C17694553858863,UK,N,6/25/21 1:33,1.24322E+13,FR,TRANSFER,GBP,11945.66
C17694553858863,UK,N,6/26/21 3:58,1.24322E+13,FR,TRANSFER,EUR,42670.29
C17694553858863,UK,N,8/18/21 18:50,1.24322E+13,FR,TRANSFER,EUR,42771.03
C17694553858863,UK,N,9/5/21 0:03,1.24322E+13,FR,TRANSFER,GBP,12152.37
C17694553858863,UK,N,9/24/21 17:22,1.24322E+13,FR,TRANSFER,EUR,42491.29
C17694553858863,UK,N,10/2/21 20:35,1.24322E+13,FR,TRANSFER,GBP,11968.4
C17694553858863,UK,N,11/3/21 12:43,1.24322E+13,FR,TRANSFER,GBP,11855.77
C17694553858863,UK,N,11/16/21 0:42,1.24322E+13,,TRANSFER,EUR,42890.37
C17694553858863,UK,N,11/28/21 20:35,1.24322E+13,FR,TRANSFER,EUR,43000
C17694553858863,UK,N,3/1/21 17:11,3.57137E+13,IN,BILLING,INR,170728.95
C17694553858863,UK,N,3/19/21 22:29,3.57137E+13,IN,BILLING,GBP,48387.67
C17694553858863,UK,N,4/17/21 21:49,3.57137E+13,IN,BILLING,JPY,6853423.71
C17694553858863,UK,N,4/24/21 21:43,3.57137E+13,,BILLING,GBP,48566.48
C17694553858863,UK,N,6/26/21 23:09,3.57137E+13,IN,BILLING,GBP,£47993.14
C17694553858863,UK,N,7/22/21 13:49,3.57137E+13,IN,BILLING,GBP,"£49,000"
C17694553858863,UK,N,10/7/21 15:17,3.57137E+13,IN,BILLING,GBP,"£49,084.11"
C17694553858863,UK,N,10/24/21 17:35,3.57137E+13,IN,BILLING,INR,168953.98
C17694553858863,UK,N,4/28/21 18:01,3.57137E+13,IN,DIVIDEND,HKD,4199.61
C17694553858863,UK,N,1/8/21 10:03,3.57137E+13,IN,PAYMENT,GBP,4139.09
C17694553858863,UK,N,1/25/21 2:27,3.57137E+13,IN,PAYMENT,JPY,4449094.07
C17694553858863,UK,N,2/10/21 0:48,3.57137E+13,IN,PAYMENT,INR,202587.13
C17694553858863,UK,N,4/27/21 21:11,3.57137E+13,IN,PAYMENT,JPY,4451195.67
C17694553858863,UK,N,5/25/21 2:24,3.57137E+13,IN,PAYMENT,GBP,4186.64
C17694553858863,UK,N,6/26/21 19:18,3.57137E+13,IN,PAYMENT,INR,202587.68
C17694553858863,UK,N,7/7/21 1:24,3.57137E+13,IN,PAYMENT,GBP,4243.52
C17694553858863,UK,N,8/20/21 22:35,3.57137E+13,IN,PAYMENT,INR,201973.5
C17694553858863,UK,N,8/25/21 11:57,3.57137E+13,IN,PAYMENT,GBP,4135.46
C17694553858863,UK,N,9/15/21 13:03,3.57137E+13,IN,PAYMENT,JPY,4448630.31
C17694553858863,UK,N,12/2/21 1:31,3.57137E+13,IN,PAYMENT,GBP,4235.64
C17694553858863,UK,N,12/17/21 17:36,3.57137E+13,IN,PAYMENT,INR,202057.04
C17694553858863,UK,N,11/29/21 18:41,3.57137E+13,,TRANSFER,SGD,4289.79
C17694553858863,UK,N,1/16/21 2:00,2.23376E+13,UK,BILLING,GBP,58746.56
C17694553858863,UK,N,2/28/21 18:42,2.23376E+13,UK,BILLING,GBP,59044.94
C17694553858863,UK,N,3/23/21 22:22,2.23376E+13,UK,BILLING,GBP,58786.02
C17694553858863,UK,N,1/22/21 4:55,3.97594E+13,UK,INVESTMENT,GBP,7000
C17694553858863,UK,N,12/6/21 13:33,3.97594E+13,UK,INVESTMENT,GBP,7292.97
C17694553858863,UK,N,7/29/21 19:38,2.23376E+13,UK,OTHER,GBP,46070.69
C24211332442813,SG,N,9/20/21 10:10,1.45919E+13,DE,DIVIDEND,SGD,64050.12
C24211332442813,SG,N,3/6/21 10:08,1.45919E+13,,INTEREST,HKD,64049.47
C24211332442813,SG,N,4/9/21 18:10,4.85232E+13,DE,INTEREST,EUR,27581.67
C24211332442813,SG,N,1/29/21 23:15,4.85232E+13,DE,INVESTMENT,SGD,100325.05
C24211332442813,SG,N,3/30/21 20:54,4.85232E+13,DE,INVESTMENT,SGD,100357.19
C24211332442813,SG,N,5/6/21 19:04,4.85232E+13,,INVESTMENT,EUR,64554.68
C24211332442813,SG,N,10/15/21 12:36,4.85232E+13,DE,INVESTMENT,SGD,100532.27
C24211332442813,SG,N,10/16/21 10:44,4.85232E+13,DE,INVESTMENT,SGD,99789.44
C24211332442813,SG,N,12/4/21 8:37,4.85232E+13,DE,INVESTMENT,SGD,100173.45
C24211332442813,SG,N,1/6/21 15:19,1.45919E+13,,PAYMENT,SGD,64213.56
C24211332442813,SG,N,1/31/21 17:19,1.45919E+13,DE,PAYMENT,EUR,71473.23
C24211332442813,SG,N,2/1/21 7:56,1.45919E+13,,PAYMENT,EUR,72281.53
C24211332442813,SG,N,2/5/21 10:20,1.45919E+13,DE,PAYMENT,SGD,63669.29
C24211332442813,SG,N,2/22/21 12:02,1.45919E+13,DE,PAYMENT,EUR,72172.56
C24211332442813,SG,N,4/22/21 7:28,1.45919E+13,DE,PAYMENT,SGD,63886.38
C24211332442813,SG,N,4/30/21 11:31,1.45919E+13,DE,PAYMENT,EUR,72244.37
C24211332442813,SG,N,6/3/21 4:25,1.45919E+13,DE,PAYMENT,SGD,63978.63
C24211332442813,SG,N,10/8/21 4:40,1.45919E+13,DE,PAYMENT,SGD,64350.13
C24211332442813,SG,N,11/18/21 19:00,1.45919E+13,DE,PAYMENT,SGD,63872.19
C24211332442813,SG,N,11/26/21 10:20,1.45919E+13,,PAYMENT,EUR,72711.57
C24211332442813,SG,N,4/22/21 10:51,4.85232E+13,DE,TRANSFER,EUR,66776.03
C24211332442813,SG,N,4/28/21 16:45,4.85232E+13,DE,TRANSFER,EUR,66629.14
C24211332442813,SG,N,5/10/21 6:15,4.85232E+13,DE,TRANSFER,SGD,28000
C24211332442813,SG,N,5/12/21 13:17,4.85232E+13,DE,TRANSFER,SGD,27835.02
C24211332442813,SG,N,5/17/21 16:36,4.85232E+13,,TRANSFER,SGD,27725.97
C24211332442813,SG,N,7/11/21 11:31,1.45919E+13,DE,TRANSFER,GBP,98982.21
C24211332442813,SG,N,9/17/21 16:48,4.85232E+13,DE,TRANSFER,SGD,27469.24
C24211332442813,SG,N,11/15/21 19:33,4.85232E+13,,TRANSFER,SGD,27751.65
C24211332442813,SG,N,12/26/21 17:18,4.85232E+13,DE,TRANSFER,GBP,66760.95
C24211332442813,SG,N,2/7/21 23:25,1.45919E+13,DE,TT,EUR,53242.4
C24211332442813,SG,N,3/7/21 14:33,1.45919E+13,DE,TT,EUR,53462.98
C24211332442813,SG,N,3/19/21 5:49,1.45919E+13,DE,TT,GBP,53062.46
C24211332442813,SG,N,6/10/21 15:52,1.45919E+13,DE,TT,EUR,53269.72
C24211332442813,SG,N,7/20/21 9:57,1.45919E+13,DE,TT,CNY,99536.18
C24211332442813,SG,N,8/10/21 20:09,1.45919E+13,DE,TT,EUR,53242.98
C24211332442813,SG,N,9/9/21 8:26,1.45919E+13,,TT,SGD,99728.89
C24211332442813,SG,N,9/16/21 21:22,1.45919E+13,DE,TT,GBP,98712.5
C24211332442813,SG,N,10/8/21 13:33,1.45919E+13,DE,TT,SGD,99079.37
C24211332442813,SG,N,10/11/21 13:32,1.45919E+13,DE,TT,EUR,53648.62
C24211332442813,SG,N,11/8/21 16:23,1.45919E+13,DE,TT,SGD,99266.18
C24211332442813,SG,N,12/2/21 7:22,1.45919E+13,DE,TT,EUR,53364.37
C24211332442813,SG,N,12/2/21 10:29,4.61814E+13,SG,BILLING,HKD,23252.37
C24211332442813,SG,N,1/5/21 7:19,4.61814E+13,SG,DIVIDEND,SGD,"$23,065.85 "
C24211332442813,SG,N,2/6/21 11:28,4.61814E+13,SG,DIVIDEND,USD,"$23,139.27 "
C24211332442813,SG,N,2/9/21 6:43,4.61814E+13,SG,DIVIDEND,SGD,"$23,272.66 "
C24211332442813,SG,N,3/8/21 17:01,4.61814E+13,SG,DIVIDEND,SGD,"$23,000 "
C24211332442813,SG,N,3/16/21 19:48,4.61814E+13,SG,DIVIDEND,SGD,23518.97
C24211332442813,SG,N,3/19/21 18:39,4.61814E+13,SG,DIVIDEND,SGD,23000
C24211332442813,SG,N,6/11/21 10:41,4.61814E+13,SG,DIVIDEND,JPY,23251.31
C24211332442813,SG,N,7/20/21 11:41,4.61814E+13,SG,DIVIDEND,SGD,23259.25
C24211332442813,SG,N,7/30/21 9:27,4.61814E+13,SG,DIVIDEND,SGD,23202.47
C24211332442813,SG,N,10/23/21 17:57,4.61814E+13,,DIVIDEND,GBP,23227.73
C24211332442813,SG,N,11/17/21 11:26,4.61814E+13,SG,DIVIDEND,SGD,23326.37
C24211332442813,SG,N,3/24/21 14:43,4.61814E+13,SG,INTEREST,USD,23076.22
C24211332442813,SG,N,10/20/21 22:49,4.61814E+13,SG,INTEREST,SGD,23407.62
C24211332442813,SG,N,10/18/21 13:56,4.61814E+13,SG,INVESTMENT,HKD,28883.25
C24211332442813,SG,N,3/19/21 9:21,4.61814E+13,,OTHER,BRL,23243.27
C24211332442813,SG,N,2/2/21 14:11,4.61814E+13,SG,TRANSFER,SGD,28760.86
C24211332442813,SG,N,2/11/21 19:21,4.61814E+13,SG,TRANSFER,SGD,28778.04
C24211332442813,SG,N,3/24/21 8:15,4.61814E+13,SG,TRANSFER,SGD,28433.16
C24211332442813,SG,N,6/28/21 11:24,4.61814E+13,SG,TRANSFER,SGD,28660.35
C24211332442813,SG,N,9/9/21 8:32,4.61814E+13,SG,TRANSFER,SGD,28000
C24211332442813,SG,N,9/28/21 9:42,4.61814E+13,,TRANSFER,SGD,28635.83
C24211332442813,SG,N,10/24/21 19:30,4.61814E+13,SG,TRANSFER,SGD,28559.11
C24211332442813,SG,N,12/27/21 22:17,4.61814E+13,SG,TRANSFER,SGD,28468.47
C24211332442813,SG,N,5/22/21 21:48,4.61814E+13,SG,TT,HKD,23138.92
C26191441143115,SG,N,3/6/21 16:08,6.41969E+13,DE,INVESTMENT,EUR,61603.42
C26191441143115,SG,N,3/29/21 19:30,6.41969E+13,,INVESTMENT,EUR,61546.42
C26191441143115,SG,N,5/5/21 12:21,6.41969E+13,DE,INVESTMENT,JPY,77376.54
C26191441143115,SG,N,6/20/21 7:46,6.41969E+13,DE,INVESTMENT,EUR,61315.27
C26191441143115,SG,N,7/15/21 9:20,6.41969E+13,DE,INVESTMENT,SGD,77844.38
C26191441143115,SG,N,9/9/21 13:58,6.41969E+13,DE,INVESTMENT,SGD,77925.42
C26191441143115,SG,N,9/15/21 10:46,6.41969E+13,DE,INVESTMENT,EUR,61329.95
C26191441143115,SG,N,11/10/21 15:24,6.41969E+13,,INVESTMENT,EUR,61725.49
C26191441143115,SG,N,12/26/21 7:26,6.41969E+13,DE,INVESTMENT,SGD,78115.57
C26191441143115,SG,N,4/20/21 8:48,6.41969E+13,DE,TRANSFER,EUR,38552.02
C26191441143115,SG,N,4/24/21 13:37,6.41969E+13,DE,TRANSFER,SGD,106198.26
C26191441143115,SG,N,5/28/21 14:32,6.41969E+13,DE,TRANSFER,SGD,106431.11
C26191441143115,SG,N,6/20/21 10:53,6.41969E+13,,TRANSFER,EUR,38403.3
C26191441143115,SG,N,8/10/21 13:52,6.41969E+13,DE,TRANSFER,SGD,106398.54
C26191441143115,SG,N,8/14/21 15:36,6.41969E+13,DE,TRANSFER,SGD,106689.42
C26191441143115,SG,N,12/5/21 16:44,6.41969E+13,DE,TRANSFER,EUR,38119.38
C26191441143115,SG,N,12/25/21 3:42,6.41969E+13,DE,TRANSFER,SGD,106543.84
C26191441143115,SG,N,5/3/21 17:18,5.42653E+13,SG,BILLING,INR,25737.56
C26191441143115,SG,N,5/28/21 20:29,5.42653E+13,SG,BILLING,CNY,25713.17
C26191441143115,SG,N,1/1/21 13:31,5.42653E+13,SG,DIVIDEND,SGD,105965.92
C26191441143115,SG,N,1/14/21 9:56,5.42653E+13,SG,DIVIDEND,SGD,105821.81
C26191441143115,SG,N,2/21/21 10:26,5.42653E+13,SG,DIVIDEND,SGD,105590.98
C26191441143115,SG,N,5/25/21 12:21,5.42653E+13,SG,DIVIDEND,SGD,106075.2
C26191441143115,SG,N,6/15/21 19:53,5.42653E+13,SG,DIVIDEND,SGD,105443.34
C26191441143115,SG,N,7/3/21 9:01,5.42653E+13,SG,DIVIDEND,SGD,105340.98
C26191441143115,SG,N,8/25/21 22:59,5.42653E+13,,DIVIDEND,SGD,104826.53
C26191441143115,SG,N,9/24/21 21:32,5.42653E+13,SG,DIVIDEND,SGD,105634.54
C26191441143115,SG,N,10/6/21 10:17,5.42653E+13,SG,DIVIDEND,SGD,105462.95
C26191441143115,SG,N,9/11/21 17:32,5.42653E+13,SG,INVESTMENT,CNY,105437.07
C26191441143115,SG,N,4/8/21 12:02,5.42653E+13,SG,PAYMENT,SGD,25782.35
C26191441143115,SG,N,8/17/21 19:21,5.42653E+13,,PAYMENT,SGD,25608.53
C26191441143115,SG,N,10/22/21 17:20,5.42653E+13,SG,PAYMENT,SGD,25569.69
C26191441143115,SG,N,12/29/21 13:58,5.42653E+13,SG,PAYMENT,SGD,25427.14
C26191441143115,SG,N,5/12/21 20:30,2.642E+13,UK,PAYMENT,SGD,69791.43
C26191441143115,SG,N,11/5/21 10:40,2.642E+13,,TT,GBP,37897.68
C26191441143115,SG,N,11/27/21 20:12,2.642E+13,UK,TT,SGD,26399.02
C32233661939748,UK,N,7/29/21 19:35,5.49134E+13,HK,INVESTMENT,GBP,54786.56
C32233661939748,UK,N,1/5/21 23:05,5.49134E+13,HK,OTHER,INR,54937.8
C32233661939748,UK,N,2/28/21 0:10,5.49134E+13,,OTHER,GBP,54825.57
C32233661939748,UK,N,3/5/21 18:24,5.49134E+13,HK,OTHER,HKD,576870.51
C32233661939748,UK,N,3/15/21 20:07,5.49134E+13,HK,OTHER,HKD,574954.95
C32233661939748,UK,N,5/6/21 16:32,5.49134E+13,HK,OTHER,HKD,576821.09
C32233661939748,UK,N,6/28/21 2:23,5.49134E+13,HK,OTHER,HKD,576550.74
C32233661939748,UK,N,7/13/21 18:11,5.49134E+13,,OTHER,HKD,576909.57
C32233661939748,UK,N,8/15/21 17:19,5.49134E+13,HK,OTHER,GBP,55085.02
C32233661939748,UK,N,12/29/21 1:52,5.49134E+13,HK,OTHER,GBP,54942.24
C32233661939748,UK,N,1/23/21 14:26,5.49134E+13,HK,TRANSFER,GBP,24743.73
C32233661939748,UK,N,5/4/21 22:59,5.49134E+13,HK,TRANSFER,GBP,25000
C32233661939748,UK,N,5/13/21 15:40,5.49134E+13,,TRANSFER,HKD,535233.04
C32233661939748,UK,N,5/27/21 3:26,5.49134E+13,HK,TRANSFER,HKD,534867.61
C32233661939748,UK,N,6/10/21 10:04,5.49134E+13,HK,TRANSFER,HKD,534670.38
C32233661939748,UK,N,6/24/21 3:43,5.49134E+13,HK,TRANSFER,HKD,534924.99
C32233661939748,UK,N,6/25/21 14:34,5.48674E+13,,TRANSFER,HKD,64729.86
C32233661939748,UK,N,7/10/21 18:09,5.49134E+13,HK,TRANSFER,HKD,535206.39
C32233661939748,UK,N,11/25/21 23:11,5.49134E+13,,TRANSFER,GBP,24615.94
C32233661939748,UK,N,12/10/21 10:55,5.49134E+13,HK,TRANSFER,HKD,535961.72
C32233661939748,UK,N,12/25/21 17:35,5.49134E+13,HK,TRANSFER,GBP,24578.95
C32233661939748,UK,N,8/5/21 15:04,5.49134E+13,HK,TT,SGD,577587.74
C32233661939748,UK,N,2/13/21 0:47,3.68477E+13,IN,BILLING,INR,45745.89
C32233661939748,UK,N,1/3/21 23:50,3.68477E+13,IN,TT,USD,76767.11
C37542139795721,US,N,3/1/21 23:11,3.6918E+13,CN,DIVIDEND,USD,"$27,948.31 "
C37542139795721,US,N,9/18/21 22:29,3.6918E+13,CN,DIVIDEND,CNY,476917.32
C37542139795721,US,N,4/13/21 4:28,8.16446E+13,CN,TRANSFER,USD,52022.48
C37542139795721,US,N,5/2/21 5:55,8.16446E+13,CN,TRANSFER,CNY,405716.79
C37542139795721,US,N,6/7/21 18:04,3.6918E+13,CN,TRANSFER,CNY,405000
C37542139795721,US,N,6/9/21 6:11,8.16446E+13,CN,TRANSFER,USD,52128.36
C37542139795721,US,N,8/9/21 9:49,3.6918E+13,CN,TRANSFER,USD,18648.93
C37542139795721,US,N,8/30/21 23:19,8.16446E+13,CN,TRANSFER,USD,51833.34
C37542139795721,US,N,12/26/21 10:49,9.22695E+13,HK,BILLING,GBP,576487.58
C37542139795721,US,N,1/3/21 3:14,9.22695E+13,HK,DIVIDEND,GBP,20966.37
C37542139795721,US,N,3/8/21 21:43,9.22695E+13,HK,INTEREST,USD,20640.62
C37542139795721,US,N,4/9/21 0:34,9.22695E+13,HK,INTEREST,USD,20522.43
C37542139795721,US,N,4/12/21 14:39,9.22695E+13,,INTEREST,HKD,575300.45
C37542139795721,US,N,6/20/21 7:38,9.22695E+13,HK,INTEREST,HKD,574477.17
C37542139795721,US,N,9/15/21 17:24,9.22695E+13,HK,INTEREST,HKD,574919.87
C37542139795721,US,N,12/9/21 20:39,9.22695E+13,HK,INTEREST,HKD,575958.2
C37542139795721,US,N,12/22/21 2:32,9.22695E+13,HK,INTEREST,HKD,575872.43
C37542139795721,US,N,1/29/21 8:14,9.22695E+13,,OTHER,HKD,457635.65
C37542139795721,US,N,2/5/21 21:38,9.22695E+13,HK,OTHER,HKD,459688.02
C37542139795721,US,N,5/18/21 4:38,9.22695E+13,HK,OTHER,HKD,458041.96
C37542139795721,US,N,8/12/21 5:31,9.22695E+13,,OTHER,USD,45729.1
C37542139795721,US,N,9/24/21 0:28,9.22695E+13,HK,OTHER,USD,45255.4
C37542139795721,US,N,11/21/21 6:58,9.22695E+13,HK,OTHER,USD,45629.3
C37542139795721,US,N,8/5/21 9:41,1.296E+13,,BILLING,CNY,11280.19
C37542139795721,US,N,10/1/21 23:19,1.296E+13,UK,BILLING,CNY,48127.75
C37542139795721,US,N,1/19/21 0:47,1.296E+13,UK,DIVIDEND,USD,11203.58
C37542139795721,US,N,1/23/21 23:20,1.296E+13,UK,DIVIDEND,USD,11174.65
C37542139795721,US,N,2/26/21 23:25,1.296E+13,UK,DIVIDEND,SGD,45659.68
C37542139795721,US,N,3/24/21 20:20,1.296E+13,UK,DIVIDEND,GBP,48345.56
C37542139795721,US,N,4/5/21 7:39,1.296E+13,UK,DIVIDEND,USD,10944.55
C37542139795721,US,N,4/23/21 7:43,1.296E+13,,DIVIDEND,USD,11277.52
C37542139795721,US,N,6/6/21 20:43,1.296E+13,UK,DIVIDEND,USD,11192.19
C37542139795721,US,N,6/24/21 3:18,1.296E+13,UK,DIVIDEND,SGD,45643.6
C37542139795721,US,N,7/2/21 19:37,1.296E+13,UK,DIVIDEND,GBP,48442.02
C37542139795721,US,N,7/9/21 23:50,1.296E+13,,DIVIDEND,GBP,48286.21
C37542139795721,US,N,8/21/21 22:18,1.296E+13,UK,DIVIDEND,GBP,48129.16
C37542139795721,US,N,8/30/21 5:18,1.296E+13,UK,DIVIDEND,SGD,45863.07
C37542139795721,US,N,9/19/21 20:35,1.296E+13,,DIVIDEND,INR,11169.97
C37542139795721,US,N,9/26/21 21:54,1.296E+13,UK,DIVIDEND,USD,11359.65
